id,specialty,intervention,tariff
406.0,Obs & Gyn,Simple Vulvectomy,44800.0
407.0,Obs & Gyn,Wertheim’s Hysterectomy (Oncology only),246400.0
408.0,Ophthalmic,A/B Scan,2240.0
409.0,Ophthalmic,Ahmed Valve,169000.0
410.0,Ophthalmic,Amniotic Membrane grafting (Large),28000.0
411.0,Ophthalmic,Anterior Chamber reformation and bandage contact lens,14560.0
412.0,Ophthalmic,Anterior Chamber Tap,8960.0
413.0,Ophthalmic,Anterior Chamber Washout,16800.0
414.0,Ophthalmic,Anterior Stromal Puncture with Bandage Contact Lens,14560.0
415.0,Ophthalmic,Anterior Vitrectomy + Lensectomy,112000.0
416.0,Ophthalmic,Biometry,3360.0
417.0,Ophthalmic,Bleb revision,16800.0
418.0,Ophthalmic,Blepharoplasty/Blepharotomy,84000.0
419.0,Ophthalmic,Bullae Rupture with Bandage Contact Lens,8960.0
420.0,Ophthalmic,"Canthus Procedures (Cantholysis, Canthoplasty, Canthotomy)",28000.0
421.0,Ophthalmic,Cataract extraction SICS,30000.0
422.0,Ophthalmic,Cataract extraction with implant -Phaco ALCON,60000.0
423.0,Ophthalmic,Cataract extraction with implant-Phaco IOL,60000.0
424.0,Ophthalmic,Conjunctival DCR plus tube,112000.0
425.0,Ophthalmic,Conjunctival Excision + Major Reconstruction,44800.0
426.0,Ophthalmic,Conjunctival Incision biopsy (including histopathology),44800.0
427.0,Ophthalmic,Corneal Tomo/Topography,3360.0
428.0,Ophthalmic,Corneal transplant + Cataract Extraction + Intraocular lens implant,280000.0
429.0,Ophthalmic,Corneal/Scleral Perforation repair,112000.0
430.0,Ophthalmic,Crosslinking,111000.0
431.0,Ophthalmic,Cyclocryotherapy,16800.0
432.0,Ophthalmic,Cyclophotocoagulation,16800.0
433.0,Ophthalmic,DCR revision,89600.0
434.0,Ophthalmic,DCR/Fistulectomy,145600.0
435.0,Ophthalmic,Ectropion repair minor and major,39200.0
436.0,Ophthalmic,Entropion repair minor and major,39200.0
437.0,Ophthalmic,Epiblepharon repair,39200.0
438.0,Ophthalmic,Evisceration + implant,44800.0
439.0,Ophthalmic,Flourescein Angiography,22400.0
440.0,Ophthalmic,Intraocular lens exchange,33600.0
441.0,Ophthalmic,Intraocular lens redialing,11200.0
442.0,Ophthalmic,Intravitreal Antibiotics/Steroid,7840.0
443.0,Ophthalmic,Intravitreal AntiFungal Injection,11200.0
444.0,Ophthalmic,Intravitreal Bevazicumab,11200.0
445.0,Ophthalmic,Intravitreal Dexamethasone implant,84000.0
446.0,Ophthalmic,Intravitreal Triamcinolone,7840.0
447.0,Ophthalmic,Iridolysis,22400.0
448.0,Ophthalmic,Lacrimal glands prolapse repair,56000.0
449.0,Ophthalmic,Lacrimal Probing and Syringing (adults),16800.0
450.0,Ophthalmic,Lacrimal Probing and Syringing (pediatrics),33600.0
451.0,Ophthalmic,Laser suturelysis,11200.0
452.0,Ophthalmic,Lash electrolysis,11200.0
453.0,Ophthalmic,Lid splitting +cryotherapy,33600.0
454.0,Ophthalmic,Lid tumour Excision + major reconstruction,78400.0
455.0,Ophthalmic,Lid tumour Excision biopsy,46000.0
456.0,Ophthalmic,Lid tumour Incision biopsy,46000.0
457.0,Ophthalmic,Macula Hole Surgery,224000.0
458.0,Ophthalmic,OCT Angiography,7840.0
459.0,Ophthalmic,OCT Anterior,3360.0
460.0,Ophthalmic,OCT Posterior,3360.0
461.0,Ophthalmic,Ocular prosthesis,11200.0
462.0,Ophthalmic,Orbital implant removal,22400.0
463.0,Ophthalmic,Orbitotomy (lateral/anterior),112000.0
464.0,Ophthalmic,Penetrating Keratoplasty (PKP),257600.0
465.0,Ophthalmic,Photodocumentation,3360.0
466.0,Ophthalmic,Posterior Victrectomy - Foreign Body,145600.0
467.0,Ophthalmic,Posterior Victrectomy - Sunk Nucleus,145600.0
468.0,Ophthalmic,Posterior Vitrectomy,168000.0
469.0,Ophthalmic,Posterior Vitrectomy + band/buckle,224000.0
470.0,Ophthalmic,Posterior Vitrectomy + band/buckle + Cataract surgery,257600.0
471.0,Ophthalmic,Posterior Vitrectomy + Cataract surgery,201600.0
472.0,Ophthalmic,Posterior Vitrectomy + Delamination + Oil,224000.0
473.0,Ophthalmic,"Pre-Descemets EndothelialKeratoplasty (DALK, DSAEK, DMEK)",313600.0
474.0,Ophthalmic,Pterygium excision with conjunctival autograft,33600.0
475.0,Ophthalmic,Ptosis repair/revision,56000.0
476.0,Ophthalmic,"Ptosis Surgery: Anterior levator repair/resection, frontalis sling susp",78400.0
477.0,Ophthalmic,Punctoplasty/canaliculoplasty,22400.0
478.0,Ophthalmic,Pupiloplasty,22400.0
479.0,Ophthalmic,Retinopexy (Silicon Oil/Gas Insertion),44800.0
480.0,Ophthalmic,Scleral buckle + Cyrotherapy or Laser,100800.0
481.0,Ophthalmic,Scleral buckle removal,56000.0
482.0,Ophthalmic,Socket reconstruction minor,61600.0
483.0,Ophthalmic,Specular Microscopy,3360.0
484.0,Ophthalmic,Squint Surgeries (all),134400.0
485.0,Ophthalmic,Surgical Peripheral Iridectomy,16800.0
486.0,Ophthalmic,Tarsorrhaphy temporary,16800.0
487.0,Ophthalmic,Trabeculectomy + Phacoemulsification cataract surgery,78400.0
488.0,Ophthalmic,Trabeculectomy + Small Incision Cataract surgery,44800.0
489.0,Ophthalmic,Trabeculectomy with Mitomycin C,33600.0
490.0,Ophthalmic,Trabeculotomy/Goniotomy,56000.0
491.0,Ophthalmic,Ultrasound Biomicrcopy (UBM),3360.0
492.0,Ophthalmic,YAG Iridotomy,11200.0
493.0,Orthopaedic,Above elbow Amputation,67200.0
494.0,Orthopaedic,Above knees Amputation,67200.0
495.0,Orthopaedic,ACL/PCL repair,280000.0
496.0,Orthopaedic,Angle plating fracture neck of femur,168000.0
497.0,Orthopaedic,"Arthrodesis Hip, Knee, Ankle or Elbow with implants",168000.0
498.0,Orthopaedic,Arthrodesis vertebral joints,224000.0
499.0,Orthopaedic,Arthroscopic Bankart repair,280000.0
500.0,Orthopaedic,Arthroscopic Synovectomy,168000.0
501.0,Orthopaedic,Arthrotomy,89600.0
502.0,Orthopaedic,Below elbow Amputation,67200.0
503.0,Orthopaedic,Below knees Amputation,67200.0
504.0,Orthopaedic,Bone grafting,89600.0
505.0,Orthopaedic,Carpal tunnel decompression,56000.0
506.0,Orthopaedic,Cervical rib resection,112000.0
507.0,Orthopaedic,Chondroplasty,168000.0
508.0,Orthopaedic,Closed manipulation of dislocations/fractures under GA,16800.0
509.0,Orthopaedic,Contracture release without flaps,44800.0
510.0,Orthopaedic,Excision head of fibula,67200.0
511.0,Orthopaedic,Excision head of radius,67200.0
512.0,Orthopaedic,Excision of Bunion (simple and bilateral under GA),11200.0
513.0,Orthopaedic,Excision of calcaneal spurs,44800.0
514.0,Orthopaedic,Excision of intervertebral disc,145600.0
515.0,Orthopaedic,Exploration of Osteomyelitis / sequestrectomy,67200.0
516.0,Orthopaedic,External clamp application and Debridement,145600.0
517.0,Orthopaedic,Extra articular repair of joint ligament and implants,168000.0
518.0,Orthopaedic,Fasciectomy,44800.0
519.0,Orthopaedic,Femoral epiphysis reduction / fixation (SUFE)with implants,168000.0
520.0,Orthopaedic,Hallux valgus operation,44800.0
521.0,Orthopaedic,Ilizarov procedure,168000.0
522.0,Orthopaedic,Insertion of Steinmann pin,22400.0
523.0,Orthopaedic,Intra articular Surgery (large joints),145600.0
524.0,Orthopaedic,Intra articular Surgery (medium joints),145600.0
525.0,Orthopaedic,Intra articular Surgery (small joints),145600.0
526.0,Orthopaedic,Joint aspirations under GA,8960.0
527.0,Orthopaedic,Meniscus repair,280000.0
528.0,Orthopaedic,Menisectomy,67200.0
529.0,Orthopaedic,Mild club foot correction,56000.0
530.0,Orthopaedic,Moderate / severe club foot correction,56000.0
531.0,Orthopaedic,Open bone biopsy,44800.0
532.0,Orthopaedic,Open reduction and internal fixation: Clavicle,145600.0
533.0,Orthopaedic,Open reduction and internal fixation: Femur,145600.0
534.0,Orthopaedic,Open reduction and internal fixation: Humerus,145600.0
535.0,Orthopaedic,Open reduction and internal fixation: Pelvis,224000.0
536.0,Orthopaedic,Open reduction and internal fixation: Radius / Ulna,145600.0
537.0,Orthopaedic,Open Synovectomy,56000.0
538.0,Orthopaedic,Operative Arthroscopy with implants,80640.0
539.0,Orthopaedic,Osteotomy and implants,89600.0
540.0,Orthopaedic,Puttiplatt procedure for shoulder dislocation / Weber Osteotomy,89600.0
541.0,Orthopaedic,Removal of hardware (plates & nails),89600.0
542.0,Orthopaedic,Removal of hardware (wires),22400.0
543.0,Orthopaedic,Removal of Steinmann pin,22400.0
544.0,Orthopaedic,Revision of Total Hip or Knee (Including implants),280000.0
545.0,Orthopaedic,Rotator cuff repair,280000.0
546.0,Orthopaedic,Scoliosis correction,291200.0
547.0,Orthopaedic,Stabilisation of Patella,89600.0
548.0,Orthopaedic,Subacromial decompression,201600.0
549.0,Orthopaedic,Syndactyly / polydactyly correction,44800.0
550.0,Orthopaedic,Synovectomy: Small joints,33600.0
551.0,Orthopaedic,Tendon repair (others),145600.0
552.0,Orthopaedic,Tendon repair: Achiles tendon/Patella tendons/Quadriceps,145600.0
553.0,Orthopaedic,Tendon transfer,145600.0
554.0,Orthopaedic,Toes and fingers Disarticulation,33600.0
555.0,Orthopaedic,Total hipreplacement (THR) (Including implants),336000.0
556.0,Orthopaedic,Total knee replacement (TKR) (Including implants),336000.0
557.0,Orthopaedic,Wedge tarsectomy,145600.0
558.0,Paediatric,"Hirschsprung's disease procedure a) Laparotomy, biopsy, colostomy",134400.0
559.0,Paediatric,"Hirschsprung's disease procedure b)Abdominoperineal pull through (Soave, Swenson)",201600.0
560.0,Paediatric,"Hirschsprung's disease procedure c) Closure ofColostomy",134400.0
561.0,Paediatric,Insertion of CAPD catheter,33600.0
562.0,Paediatric,Insertion of underwater seal drainage (Paediatric under GA),33600.0
563.0,Paediatric,Laparotomy: Intestinal resection + anastomasis,134400.0
564.0,Paediatric,Laparotomy: Intussusception,134400.0
565.0,Paediatric,Laparotomy: Tumours,168000.0
566.0,Paediatric,Laparotomy: Volvulus,134400.0
567.0,Paediatric,Rectosigmoidectomy,134400.0
568.0,Paediatric,Resection of posterior / anterior urethral valves,89600.0
569.0,Paediatric,Urethroplasty for hypospadies and epispadies,134400.0
570.0,Plastic,Advancement flaps (CANCERS/TRAUMA),112000.0
571.0,Plastic,Cleft lip and palate repair (Unilateral/Bilateral),112000.0
572.0,Plastic,Cleft lip repair (Unilateral/Bilateral),56000.0
573.0,Plastic,Cleft palate repair,89600.0
574.0,Plastic,Insertion of tissue expander,168000.0
575.0,Plastic,Lip reconstruction (ONLY for RTA and Tumors),89600.0
576.0,Plastic,"Posterior Sagittal Anorectalplasty (PSARP) for anorectal malformation (HighARM)",201600.0
577.0,Plastic,"Posterior Sagittal Anorectalplasty (PSARP) for anorectal malformation (LowARM)",134400.0
578.0,Plastic,Reduction Mammoplasty (bilateral),168000.0
579.0,Plastic,Removal of tissue expander,33600.0
580.0,Plastic,Rotation flaps,112000.0
581.0,Plastic,Skin graft <10 % TBSA,44800.0
582.0,Plastic,Skin graft > 10% TBSA,89600.0
583.0,Urological,Anastomotic urethroplasty,112000.0
584.0,Urological,Anatrophic nephrolithotomy,243000.0
585.0,Urological,Anterior exenteration and ileal conduit,550000.0
586.0,Urological,Ascending urethrography,6000.0
587.0,Urological,Aspiration of hydrocele,10000.0
588.0,Urological,Bilateral modified inguinal node dissection,450000.0
589.0,Urological,Bilateral ochidectomy,44800.0
590.0,Urological,Bilateral radical inguinal node dissection,385000.0
591.0,Urological,Bipolar fulgration of genital and perineal warts,170000.0
592.0,Urological,Bipolar fulgration of urethral warts,97000.0
593.0,Urological,Bladder augmentation surgery,325000.0
594.0,Urological,Bladder biopsy,16800.0
595.0,Urological,Bladder diverticulectomy,295000.0
596.0,Urological,Bladder injury repair,89600.0
597.0,Urological,Bladder washout,30000.0
598.0,Urological,Bricker's ileal conduit,268800.0
599.0,Urological,Combined ascending and descending urethrography,7000.0
600.0,Urological,Creation of instestinal continent catherizable pouch,424000.0
601.0,Urological,Cutaneous ureterostomy,270000.0
602.0,Urological,Direct visual urethrotomy,56000.0
603.0,Urological,Epispadia urethroplasty,420000.0
604.0,Urological,Excision and graft peyronies repair,396000.0
605.0,Urological,Excision of epididymal cyst,195000.0
606.0,Urological,Excision of patent urachus,250000.0
607.0,Urological,Female urethral diverticulectomy,320000.0
608.0,Urological,Femoral hernia repair,180000.0
609.0,Urological,Flexible cystoscopy and removal of JJ stent,35000.0
610.0,Urological,Flexible cystoscopy and surveillance for bladder cancer,33600.0
611.0,Urological,Flexible ureterorenoscopy and laser ablation of ureteric or renal neoplasm,201600.0
612.0,Urological,Flexible ureterorenoscopy and laser lithotripsy,201600.0
613.0,Urological,Flexible ureteroscopy,120000.0
614.0,Urological,Flexible urethrocystoscopy,70000.0
615.0,Urological,Fournier's gangrene necrosectomy,180000.0
616.0,Urological,Graft urethroplasty,280000.0
617.0,Urological,Hydrocelectomy,75000.0
618.0,Urological,Hypospadia urethroplasty,202000.0
619.0,Urological,Ileal replacement of ureter,280000.0
620.0,Urological,Inguinal hernia repair,56000.0
621.0,Urological,Inguinal ochidopexy,44800.0
622.0,Urological,Insertion of artificial urethral sphincter,1200000.0
623.0,Urological,Insertion of female urethral sling,300000.0
624.0,Urological,Intravesical instillation of chemotherapy for bladder cancer,45000.0
625.0,Urological,JJ stent placement,56000.0
626.0,Urological,Laparoscopic ablation of renal cyst,250000.0
627.0,Urological,Laparoscopic adrenalectomy,168000.0
628.0,Urological,Laparoscopic donor nephrectomy,200000.0
629.0,Urological,Laparoscopic ochidopexy,56000.0
630.0,Urological,Laparoscopic partial nephrectomy,325000.0
631.0,Urological,Laparoscopic pyelolithotomy,168000.0
632.0,Urological,Laparoscopic pyeloplasty,145600.0
633.0,Urological,Laparoscopic radical nephrectomy,280000.0
634.0,Urological,Laparoscopic radical nephroureterectomy,145600.0
635.0,Urological,Laparoscopic radical ochidectomy,134400.0
636.0,Urological,Laparoscopic radical prostatectomy,250000.0
637.0,Urological,Laparoscopic simple nephrectomy,145600.0
638.0,Urological,Laparoscopic ureterolithotomy,275000.0
639.0,Urological,Laparoscopic varicocelectomy,56000.0
640.0,Urological,Laser cystolithotripsy,234000.0
641.0,Urological,Laser urethrolithotripsy,168000.0
642.0,Urological,Laser urethrotomy,56000.0
643.0,Urological,Mainz II urinary diversion,224000.0
644.0,Urological,Meatoplasty,44800.0
645.0,Urological,Micturating cystourethrography,6000.0
646.0,Urological,Mitrofanoff's appendicovesicostomy,295000.0
647.0,Urological,Open adrenalectomy,168000.0
648.0,Urological,Open cystolithotomy,234000.0
649.0,Urological,Open decortication of renal cyst,250000.0
650.0,Urological,Open donor nephrectomy,200000.0
651.0,Urological,Open drainage of renal abscess,89600.0
652.0,Urological,Open nephrolithotomy,280000.0
653.0,Urological,Open partial nephrectomy,325000.0
654.0,Urological,Open pyelolithotomy,168000.0
655.0,Urological,Open pyeloplasty,145600.0
656.0,Urological,Open radical nephrectomy,280000.0
657.0,Urological,Open radical nephrectomy with IVC thrombectomy,850000.0
658.0,Urological,Open radical nephroureterectomy with bladder cuff,325000.0
659.0,Urological,Open radical prostatectomy,250000.0
660.0,Urological,Open Renorrhaphy,145600.0
661.0,Urological,Open simple nephroureterectomy,145600.0
662.0,Urological,Open simple prostatectomy,280000.0
663.0,Urological,Open suprapubic catheterization,8960.0
664.0,Urological,Open ureterolithotomy,275000.0
665.0,Urological,Open varicocelectomy,56000.0
666.0,Urological,Orthotopic neobladder reconstruction,424000.0
667.0,Urological,Partial cystectomy,223000.0
668.0,Urological,Partial glansectomy,120000.0
669.0,Urological,Partial penectomy,168000.0
670.0,Urological,Pelvic fracture urethral defect (PFUD) urethroplasty,398000.0
671.0,Urological,Percutaneous ablation of renal cyst,280000.0
672.0,Urological,Percutaneous cystolithotripsy,280000.0
673.0,Urological,Percutaneous drainage of renal abscess,89600.0
674.0,Urological,Percutaneous nephrolithotomy (PCNL),336000.0
675.0,Urological,Percutaneous nephrostomy,143360.0
676.0,Urological,Percutaneous prograde JJ stenting,295000.0
677.0,Urological,Percutaneous prograde nephrostogram,295000.0
678.0,Urological,Percutaneous removal of retained JJ stent,295000.0
679.0,Urological,Percutaneous resection and ablation of urothelial tumors,295000.0
680.0,Urological,Percutaneous suprapubic catheterization,8960.0
681.0,Urological,Pericatheter urethrography,6500.0
682.0,Urological,Perineal urethrostomy,280000.0
683.0,Urological,Plication Peyronie's repair,245000.0
684.0,Urological,Post circumcision repair,80000.0
685.0,Urological,Posterior urethral valve ablation,295000.0
686.0,Urological,Prostate biopsy,16800.0
687.0,Urological,Proximal shunt of priapism,250000.0
688.0,Urological,Radical cystoprostatectomy and ileal conduit INC ICU stay,850000.0
689.0,Urological,Radical inguinal ochidectomy,134400.0
690.0,Urological,Radical penectomy with perineal urethrostomy,450000.0
691.0,Urological,Radical urethrectomy,375000.0
692.0,Urological,Recipient kidney transplantation,800000.0
693.0,Urological,Repair of bladder extrophy,490000.0
694.0,Urological,Repair of colovesical fistula,112000.0
695.0,Urological,Repair of cystocele with mesh,280000.0
696.0,Urological,Repair of fracture penis,246400.0
697.0,Urological,Repair of ligated ureter,295000.0
698.0,Urological,Repair of penile injury,89600.0
699.0,Urological,Repair of ureter injury,295000.0
700.0,Urological,Repair of urethral injury,112000.0
701.0,Urological,Retrograde pyelography,7500.0
702.0,Urological,Retroperitoneal lymph node dissection,500000.0
703.0,Urological,Rigid Cystoscopy and Removal of JJ stent,33600.0
704.0,Urological,Robotic radical prostatectomy,250000.0
705.0,Urological,Scrotal exploration and ochidopexy of testicular torsion,95000.0
706.0,Urological,Semi rigid ureteroscopy and laser ureterolithotripsy,168000.0
707.0,Urological,Semi rigid ureteroscopy and removal of retained JJ stent,290000.0
708.0,Urological,Semirigid ureteroscopy,110000.0
709.0,Urological,Sentinel inguinal node biopsy,175000.0
710.0,Urological,Simple cystectomy and ileal conduit,295000.0
711.0,Urological,Simple nephrectomy,168000.0
712.0,Urological,Simple ochidectomy,44800.0
713.0,Urological,Testicular/penile biopsy,16800.0
714.0,Urological,Total penectomy with perineal urethrostomy,450000.0
715.0,Urological,Trasurethral resection of prostate (TURP),168000.0
716.0,Urological,Trauma nephrectomy,168000.0
717.0,Urological,Ultrasound guided biopsy of renal masses,22400.0
718.0,Urological,Unilateral modified inguinal node dissection,270000.0
719.0,Urological,Unilateral radical inguinal node dissection,280000.0
720.0,Urological,Ureter reimplantation,280000.0
721.0,Urological,Ureteral dilation,90000.0
722.0,Urological,Ureterolysis,345000.0
723.0,Urological,Ureteroscopy and laser ablation of ureteric tumor,168000.0
724.0,Urological,Ureteroscopy and laser incision of ureter stricture,280000.0
725.0,Urological,Ureteroureterostomy,134400.0
726.0,Urological,Urethral dilation,33600.0
727.0,Urological,Urethroscopy and ablation of bleeding prostatic hemangioma,180000.0
728.0,Urological,Vesicostomy,280000.0
