fund,service,scope_item,access_point,item_label,item_tariff,block_tariff,item_rules,block_rules,mapping_type
SOCIAL HEALTH INSURANCE FUND,RENAL CARE PACKAGE,"Dispensationofmedicationand maintenancedrug, counselling and follow-up.",Level 4-6,,,10.0,[],"['Maximum of 3 sessions per week for haemodialysis.', 'Maximum of 2 sessions per week for hemodiafiltration.', 'Maximum of 12 sessions annually for peritoneal dialysis.', 'Payments will be made from the SHIF and ECCIF Funds.']",itemized
SOCIAL HEALTH INSURANCE FUND,RENAL CARE PACKAGE,Continuousintermittentdialysis and other dialysis protocols.,Level 4-6,,,10.0,[],"['Maximum of 3 sessions per week for haemodialysis.', 'Maximum of 2 sessions per week for hemodiafiltration.', 'Maximum of 12 sessions annually for peritoneal dialysis.', 'Payments will be made from the SHIF and ECCIF Funds.']",itemized
SOCIAL HEALTH INSURANCE FUND,MENTAL WELLLNESS BENEFIT PACKAGE,The mental health services cover caters for;,Level 3-6,,,1.0,['Mental illness services will be assessed through the SHIF and ECCI funds.'],"['Max. 7 outpatient visits', 'Toaccessthebenefits, individuals must be paid-up SHA members', 'Diagnosisandmanagementof behavioral disorders (inpatient) shall have a limit of up to 35 days.', 'Admissionsforrehabilitationfor drugs and substance abuse shall be pre-authorized.', 'Forbeneficiarieswhodonot complete the three-stage program, or attain minimum stay of 45 days, SHA shall reimburse KES 1, 000 for every day of admission up to a maximum of 10 days.']",itemized
SOCIAL HEALTH INSURANCE FUND,MENTAL WELLLNESS BENEFIT PACKAGE,MentalHealtheducationand counselling.,Level 3-6,,,1.0,[],"['Max. 7 outpatient visits', 'Toaccessthebenefits, individuals must be paid-up SHA members', 'Diagnosisandmanagementof behavioral disorders (inpatient) shall have a limit of up to 35 days.', 'Admissionsforrehabilitationfor drugs and substance abuse shall be pre-authorized.', 'Forbeneficiarieswhodonot complete the three-stage program, or attain minimum stay of 45 days, SHA shall reimburse KES 1, 000 for every day of admission up to a maximum of 10 days.']",itemized
SOCIAL HEALTH INSURANCE FUND,MENTAL WELLLNESS BENEFIT PACKAGE,"Screening, management and referral forbehavioraldisorders, neuro- developmentaldisorders, affective and psychoactive disorders.",Level 3-6,,,1.0,[],"['Max. 7 outpatient visits', 'Toaccessthebenefits, individuals must be paid-up SHA members', 'Diagnosisandmanagementof behavioral disorders (inpatient) shall have a limit of up to 35 days.', 'Admissionsforrehabilitationfor drugs and substance abuse shall be pre-authorized.', 'Forbeneficiarieswhodonot complete the three-stage program, or attain minimum stay of 45 days, SHA shall reimburse KES 1, 000 for every day of admission up to a maximum of 10 days.']",itemized
SOCIAL HEALTH INSURANCE FUND,MENTAL WELLLNESS BENEFIT PACKAGE,Rehabilitation for substance related addictive disorders.,Level 3-6,Rehabilitation–.,125.0,1.0,[],"['Max. 7 outpatient visits', 'Toaccessthebenefits, individuals must be paid-up SHA members', 'Diagnosisandmanagementof behavioral disorders (inpatient) shall have a limit of up to 35 days.', 'Admissionsforrehabilitationfor drugs and substance abuse shall be pre-authorized.', 'Forbeneficiarieswhodonot complete the three-stage program, or attain minimum stay of 45 days, SHA shall reimburse KES 1, 000 for every day of admission up to a maximum of 10 days.']",itemized
SOCIAL HEALTH INSURANCE FUND,SURGICAL SERVICES PACKAGE,The Surgical Package covers the below list of surgical and non-surgical procedures:,"➢ Level 3-6 ➢ Selectiveprocurementfor Cardiology, Cardiothoracic andvascular, Urology, and Transplant surgeries",,,,[],"['Minor surgical procedures performed at Level 2 & 3 facilities will be funded from the PHC fund.', 'Emergencysurgicalproceduresto stabilizetraumaandpolytrauma patientswithhead, cardiac, pulmonary, and critical limb injuries within 24 hours will be covered under']",block
SOCIAL HEALTH INSURANCE FUND,SURGICAL SERVICES PACKAGE,Pre-operative admission and care.,"➢ Level 3-6 ➢ Selectiveprocurementfor Cardiology, Cardiothoracic andvascular, Urology, and Transplant surgeries",,,,[],"['Minor surgical procedures performed at Level 2 & 3 facilities will be funded from the PHC fund.', 'Emergencysurgicalproceduresto stabilizetraumaandpolytrauma patientswithhead, cardiac, pulmonary, and critical limb injuries within 24 hours will be covered under']",block
SOCIAL HEALTH INSURANCE FUND,SURGICAL SERVICES PACKAGE,"Minor, major and specialized surgical procedures including organ transplants and implants.","➢ Level 3-6 ➢ Selectiveprocurementfor Cardiology, Cardiothoracic andvascular, Urology, and Transplant surgeries",,,,[],"['Minor surgical procedures performed at Level 2 & 3 facilities will be funded from the PHC fund.', 'Emergencysurgicalproceduresto stabilizetraumaandpolytrauma patientswithhead, cardiac, pulmonary, and critical limb injuries within 24 hours will be covered under']",block
SOCIAL HEALTH INSURANCE FUND,SURGICAL SERVICES PACKAGE,Administration of blood and blood products; derivatives and,"➢ Level 3-6 ➢ Selectiveprocurementfor Cardiology, Cardiothoracic andvascular, Urology, and Transplant surgeries",,,,[],"['Minor surgical procedures performed at Level 2 & 3 facilities will be funded from the PHC fund.', 'Emergencysurgicalproceduresto stabilizetraumaandpolytrauma patientswithhead, cardiac, pulmonary, and critical limb injuries within 24 hours will be covered under']",block
SOCIAL HEALTH INSURANCE FUND,SURGICAL SERVICES PACKAGE,"components, artificial blood products, and biological serum.","the Accident and Emergency Package in the ECCIF fund. ➢ Palliative surgery shall be paid under ECCIF. ➢ Majorandspecializedsurgical procedures will be provided at Level 4-6 facilities with at least 2 operating theatres. ➢ Procurement of eligible minor, major and specialized procedures from single specialty providers. ➢ Access to specific major and specialized procedures will be limited to facilities with appropriate installed equipment, affiliated surgical and anesthesia personnel. ➢ Co-payment allowed for laser and laparoscopic surgeries.",,,,[],[],block
SOCIAL HEALTH INSURANCE FUND,SURGICAL SERVICES PACKAGE,Management of intraoperative complications and complications following the surgical procedure.,"the Accident and Emergency Package in the ECCIF fund. ➢ Palliative surgery shall be paid under ECCIF. ➢ Majorandspecializedsurgical procedures will be provided at Level 4-6 facilities with at least 2 operating theatres. ➢ Procurement of eligible minor, major and specialized procedures from single specialty providers. ➢ Access to specific major and specialized procedures will be limited to facilities with appropriate installed equipment, affiliated surgical and anesthesia personnel. ➢ Co-payment allowed for laser and laparoscopic surgeries.",,,,[],[],block
SOCIAL HEALTH INSURANCE FUND,SURGICAL SERVICES PACKAGE,All additional medical or surgical service required during the postoperative period because of complications that do not require additional trips to the operating room.,"the Accident and Emergency Package in the ECCIF fund. ➢ Palliative surgery shall be paid under ECCIF. ➢ Majorandspecializedsurgical procedures will be provided at Level 4-6 facilities with at least 2 operating theatres. ➢ Procurement of eligible minor, major and specialized procedures from single specialty providers. ➢ Access to specific major and specialized procedures will be limited to facilities with appropriate installed equipment, affiliated surgical and anesthesia personnel. ➢ Co-payment allowed for laser and laparoscopic surgeries.",,,,[],[],block
SOCIAL HEALTH INSURANCE FUND,SURGICAL SERVICES PACKAGE,Postoperative visits - follow-up visits during the postoperative period that are related to recovery.,"the Accident and Emergency Package in the ECCIF fund. ➢ Palliative surgery shall be paid under ECCIF. ➢ Majorandspecializedsurgical procedures will be provided at Level 4-6 facilities with at least 2 operating theatres. ➢ Procurement of eligible minor, major and specialized procedures from single specialty providers. ➢ Access to specific major and specialized procedures will be limited to facilities with appropriate installed equipment, affiliated surgical and anesthesia personnel. ➢ Co-payment allowed for laser and laparoscopic surgeries.",,,,[],[],block
SOCIAL HEALTH INSURANCE FUND,SURGICAL SERVICES PACKAGE,Post-procedure pain management.,"the Accident and Emergency Package in the ECCIF fund. ➢ Palliative surgery shall be paid under ECCIF. ➢ Majorandspecializedsurgical procedures will be provided at Level 4-6 facilities with at least 2 operating theatres. ➢ Procurement of eligible minor, major and specialized procedures from single specialty providers. ➢ Access to specific major and specialized procedures will be limited to facilities with appropriate installed equipment, affiliated surgical and anesthesia personnel. ➢ Co-payment allowed for laser and laparoscopic surgeries.",,,,[],[],block
SOCIAL HEALTH INSURANCE FUND,SURGICAL SERVICES PACKAGE,Post-operative ward physiotherapy.,"the Accident and Emergency Package in the ECCIF fund. ➢ Palliative surgery shall be paid under ECCIF. ➢ Majorandspecializedsurgical procedures will be provided at Level 4-6 facilities with at least 2 operating theatres. ➢ Procurement of eligible minor, major and specialized procedures from single specialty providers. ➢ Access to specific major and specialized procedures will be limited to facilities with appropriate installed equipment, affiliated surgical and anesthesia personnel. ➢ Co-payment allowed for laser and laparoscopic surgeries.",,,,[],[],block
SOCIAL HEALTH INSURANCE FUND,SURGICAL SERVICES PACKAGE,Supplies - except for those identified as exclusions.,"the Accident and Emergency Package in the ECCIF fund. ➢ Palliative surgery shall be paid under ECCIF. ➢ Majorandspecializedsurgical procedures will be provided at Level 4-6 facilities with at least 2 operating theatres. ➢ Procurement of eligible minor, major and specialized procedures from single specialty providers. ➢ Access to specific major and specialized procedures will be limited to facilities with appropriate installed equipment, affiliated surgical and anesthesia personnel. ➢ Co-payment allowed for laser and laparoscopic surgeries.",,,,[],[],block
SOCIAL HEALTH INSURANCE FUND,SURGICAL SERVICES PACKAGE,"Miscellaneous services - items such as dressing changes; local incisional care; removal of the operative pack; removal of cutaneous sutures and staples, lines, wires, tubes, drains, casts, and splints; insertion, irrigation and removal of urinary catheters, routine peripheral intravenous lines, nasogastric and rectal tubes; and changes and removal of tracheostomy tubes.","the Accident and Emergency Package in the ECCIF fund. ➢ Palliative surgery shall be paid under ECCIF. ➢ Majorandspecializedsurgical procedures will be provided at Level 4-6 facilities with at least 2 operating theatres. ➢ Procurement of eligible minor, major and specialized procedures from single specialty providers. ➢ Access to specific major and specialized procedures will be limited to facilities with appropriate installed equipment, affiliated surgical and anesthesia personnel. ➢ Co-payment allowed for laser and laparoscopic surgeries.",,,,[],[],block
SOCIAL HEALTH INSURANCE FUND,SURGICAL SERVICES PACKAGE,Critical care services related to the surgical procedure but within the same case definition.,"the Accident and Emergency Package in the ECCIF fund. ➢ Palliative surgery shall be paid under ECCIF. ➢ Majorandspecializedsurgical procedures will be provided at Level 4-6 facilities with at least 2 operating theatres. ➢ Procurement of eligible minor, major and specialized procedures from single specialty providers. ➢ Access to specific major and specialized procedures will be limited to facilities with appropriate installed equipment, affiliated surgical and anesthesia personnel. ➢ Co-payment allowed for laser and laparoscopic surgeries.",,,,[],[],block
SOCIAL HEALTH INSURANCE FUND,SURGICAL SERVICES PACKAGE,"Diagnostic tests and procedure, including diagnostic radiological procedures related to the surgery.","the Accident and Emergency Package in the ECCIF fund. ➢ Palliative surgery shall be paid under ECCIF. ➢ Majorandspecializedsurgical procedures will be provided at Level 4-6 facilities with at least 2 operating theatres. ➢ Procurement of eligible minor, major and specialized procedures from single specialty providers. ➢ Access to specific major and specialized procedures will be limited to facilities with appropriate installed equipment, affiliated surgical and anesthesia personnel. ➢ Co-payment allowed for laser and laparoscopic surgeries.",,,,[],[],block
SOCIAL HEALTH INSURANCE FUND,SURGICAL SERVICES PACKAGE,Immunosuppressive therapy for organ transplants.,"the Accident and Emergency Package in the ECCIF fund. ➢ Palliative surgery shall be paid under ECCIF. ➢ Majorandspecializedsurgical procedures will be provided at Level 4-6 facilities with at least 2 operating theatres. ➢ Procurement of eligible minor, major and specialized procedures from single specialty providers. ➢ Access to specific major and specialized procedures will be limited to facilities with appropriate installed equipment, affiliated surgical and anesthesia personnel. ➢ Co-payment allowed for laser and laparoscopic surgeries.",,,,[],[],block
SOCIAL HEALTH INSURANCE FUND,ONCOLOGY SERVICES,"Oncology services shall entail screening andtreatmentofcancersincluding breast, prostate, colorectal, cervical cancer, and childhood cancers.",Level 4-6,,,5.0,[],"['Diagnosis & staging -Limit of KES. 100, 000', '1st Line treatment – Limit of Kes. 400, 000 from SHIF and KES. 250, 000 from ECCIF', '2nd Line treatment – KES. 650, 000 from ECCIF']",itemized
SOCIAL HEALTH INSURANCE FUND,ONCOLOGY SERVICES,"Administration of Chemotherapy, Radiotherapy, Brachytherapy and Radiosurgery",Level 4-6,,,5.0,[],"['Diagnosis & staging -Limit of KES. 100, 000', '1st Line treatment – Limit of Kes. 400, 000 from SHIF and KES. 250, 000 from ECCIF', '2nd Line treatment – KES. 650, 000 from ECCIF']",itemized
SOCIAL HEALTH INSURANCE FUND,ONCOLOGY SERVICES,"Consumables, stoma appliances, premeds, and post meds",Level 4-6,,,5.0,[],"['Diagnosis & staging -Limit of KES. 100, 000', '1st Line treatment – Limit of Kes. 400, 000 from SHIF and KES. 250, 000 from ECCIF', '2nd Line treatment – KES. 650, 000 from ECCIF']",itemized
SOCIAL HEALTH INSURANCE FUND,ONCOLOGY SERVICES,Chemotherapy pump,Level 4-6,,,5.0,[],"['Diagnosis & staging -Limit of KES. 100, 000', '1st Line treatment – Limit of Kes. 400, 000 from SHIF and KES. 250, 000 from ECCIF', '2nd Line treatment – KES. 650, 000 from ECCIF']",itemized
SOCIAL HEALTH INSURANCE FUND,ONCOLOGY SERVICES,Routine and specialized laboratory investigations,Level 4-6,,,5.0,[],"['Diagnosis & staging -Limit of KES. 100, 000', '1st Line treatment – Limit of Kes. 400, 000 from SHIF and KES. 250, 000 from ECCIF', '2nd Line treatment – KES. 650, 000 from ECCIF']",itemized
SOCIAL HEALTH INSURANCE FUND,ONCOLOGY SERVICES,"Screening, cross-matching and administration of blood and blood products; derivatives and components, artificial blood products, and biological serum",Level 4-6,,,5.0,[],"['Diagnosis & staging -Limit of KES. 100, 000', '1st Line treatment – Limit of Kes. 400, 000 from SHIF and KES. 250, 000 from ECCIF', '2nd Line treatment – KES. 650, 000 from ECCIF']",itemized
SOCIAL HEALTH INSURANCE FUND,ONCOLOGY SERVICES,Treatment planning,Level 4-6,,,5.0,[],"['Diagnosis & staging -Limit of KES. 100, 000', '1st Line treatment – Limit of Kes. 400, 000 from SHIF and KES. 250, 000 from ECCIF', '2nd Line treatment – KES. 650, 000 from ECCIF']",itemized
SOCIAL HEALTH INSURANCE FUND,ONCOLOGY SERVICES,Radioiodine therapy,Level 4-6,,,5.0,[],"['Diagnosis & staging -Limit of KES. 100, 000', '1st Line treatment – Limit of Kes. 400, 000 from SHIF and KES. 250, 000 from ECCIF', '2nd Line treatment – KES. 650, 000 from ECCIF']",itemized
SOCIAL HEALTH INSURANCE FUND,ONCOLOGY SERVICES,Radiological services where necessary as part of oncological treatment planning,Level 4-6,,,5.0,[],"['Diagnosis & staging -Limit of KES. 100, 000', '1st Line treatment – Limit of Kes. 400, 000 from SHIF and KES. 250, 000 from ECCIF', '2nd Line treatment – KES. 650, 000 from ECCIF']",itemized
SOCIAL HEALTH INSURANCE FUND,ONCOLOGY SERVICES,Management through surgical interventions,Level 4-6,,,5.0,[],"['Diagnosis & staging -Limit of KES. 100, 000', '1st Line treatment – Limit of Kes. 400, 000 from SHIF and KES. 250, 000 from ECCIF', '2nd Line treatment – KES. 650, 000 from ECCIF']",itemized
SOCIAL HEALTH INSURANCE FUND,ONCOLOGY SERVICES,Management of pre-cancer conditions,Level 4-6,,,5.0,[],"['Diagnosis & staging -Limit of KES. 100, 000', '1st Line treatment – Limit of Kes. 400, 000 from SHIF and KES. 250, 000 from ECCIF', '2nd Line treatment – KES. 650, 000 from ECCIF']",itemized
SOCIAL HEALTH INSURANCE FUND,MEDICAL IMAGING AND OTHER INVESTIGATIONS PACKAGE,Covers Prescribed specialized imaging services including.,"➢ Allfacilitieswithrequired imaging services. ➢ Fluoroscopy, Mammography, Echocardiograms, Electroencephalograms (EEG), andspecialized ultrasounds (dopplers) to be purchased from GOK Level IV-V hospitals.",,,11.0,[],"['MRI at 2 images per HH - limited to Infective, oncology, neurological, degenerativeconditions, specific obstetricconditions, cardiac / CVA- related cases and trauma cases.', 'CTscans-limitedtoInfective, oncology, neurological, degenerative conditions, specificobstetric conditions, cardiac / CVA-related cases and trauma cases.', 'Fluoroscopyat2perhousehold: Continuous x-rays used for guiding angiographicandinterventional procedures, in contrast, examinations of the GI tract, and in the OR for certainsurgicalprocedures(e.g. orthopedic, Urological).', 'Mammographyat2perhousehold per year: X-ray imaging of the breasts for diagnosis of clinically detected or screening-detected abnormalities.', 'Specializedultrasoundsat2per householdperyear: Fortendon injuries(e.g.rotatorcuff, Achilles tendon), detectionand characterization of soft tissue masses']",itemized
SOCIAL HEALTH INSURANCE FUND,MEDICAL IMAGING AND OTHER INVESTIGATIONS PACKAGE,MRI,"➢ Allfacilitieswithrequired imaging services. ➢ Fluoroscopy, Mammography, Echocardiograms, Electroencephalograms (EEG), andspecialized ultrasounds (dopplers) to be purchased from GOK Level IV-V hospitals.",MRI –,11.0,11.0,[],"['MRI at 2 images per HH - limited to Infective, oncology, neurological, degenerativeconditions, specific obstetricconditions, cardiac / CVA- related cases and trauma cases.', 'CTscans-limitedtoInfective, oncology, neurological, degenerative conditions, specificobstetric conditions, cardiac / CVA-related cases and trauma cases.', 'Fluoroscopyat2perhousehold: Continuous x-rays used for guiding angiographicandinterventional procedures, in contrast, examinations of the GI tract, and in the OR for certainsurgicalprocedures(e.g. orthopedic, Urological).', 'Mammographyat2perhousehold per year: X-ray imaging of the breasts for diagnosis of clinically detected or screening-detected abnormalities.', 'Specializedultrasoundsat2per householdperyear: Fortendon injuries(e.g.rotatorcuff, Achilles tendon), detectionand characterization of soft tissue masses']",itemized
SOCIAL HEALTH INSURANCE FUND,MEDICAL IMAGING AND OTHER INVESTIGATIONS PACKAGE,CT scans,"➢ Allfacilitieswithrequired imaging services. ➢ Fluoroscopy, Mammography, Echocardiograms, Electroencephalograms (EEG), andspecialized ultrasounds (dopplers) to be purchased from GOK Level IV-V hospitals.",CT scans –,9.0,11.0,['CT scans and CT Angio – 2 images per household.'],"['MRI at 2 images per HH - limited to Infective, oncology, neurological, degenerativeconditions, specific obstetricconditions, cardiac / CVA- related cases and trauma cases.', 'CTscans-limitedtoInfective, oncology, neurological, degenerative conditions, specificobstetric conditions, cardiac / CVA-related cases and trauma cases.', 'Fluoroscopyat2perhousehold: Continuous x-rays used for guiding angiographicandinterventional procedures, in contrast, examinations of the GI tract, and in the OR for certainsurgicalprocedures(e.g. orthopedic, Urological).', 'Mammographyat2perhousehold per year: X-ray imaging of the breasts for diagnosis of clinically detected or screening-detected abnormalities.', 'Specializedultrasoundsat2per householdperyear: Fortendon injuries(e.g.rotatorcuff, Achilles tendon), detectionand characterization of soft tissue masses']",itemized
SOCIAL HEALTH INSURANCE FUND,MEDICAL IMAGING AND OTHER INVESTIGATIONS PACKAGE,CT Angio,"➢ Allfacilitieswithrequired imaging services. ➢ Fluoroscopy, Mammography, Echocardiograms, Electroencephalograms (EEG), andspecialized ultrasounds (dopplers) to be purchased from GOK Level IV-V hospitals.",CT Angio –,8.0,11.0,[],"['MRI at 2 images per HH - limited to Infective, oncology, neurological, degenerativeconditions, specific obstetricconditions, cardiac / CVA- related cases and trauma cases.', 'CTscans-limitedtoInfective, oncology, neurological, degenerative conditions, specificobstetric conditions, cardiac / CVA-related cases and trauma cases.', 'Fluoroscopyat2perhousehold: Continuous x-rays used for guiding angiographicandinterventional procedures, in contrast, examinations of the GI tract, and in the OR for certainsurgicalprocedures(e.g. orthopedic, Urological).', 'Mammographyat2perhousehold per year: X-ray imaging of the breasts for diagnosis of clinically detected or screening-detected abnormalities.', 'Specializedultrasoundsat2per householdperyear: Fortendon injuries(e.g.rotatorcuff, Achilles tendon), detectionand characterization of soft tissue masses']",itemized
SOCIAL HEALTH INSURANCE FUND,MEDICAL IMAGING AND OTHER INVESTIGATIONS PACKAGE,Fluoroscopy,"➢ Allfacilitieswithrequired imaging services. ➢ Fluoroscopy, Mammography, Echocardiograms, Electroencephalograms (EEG), andspecialized ultrasounds (dopplers) to be purchased from GOK Level IV-V hospitals.",Fluoroscopy –,4.0,11.0,[],"['MRI at 2 images per HH - limited to Infective, oncology, neurological, degenerativeconditions, specific obstetricconditions, cardiac / CVA- related cases and trauma cases.', 'CTscans-limitedtoInfective, oncology, neurological, degenerative conditions, specificobstetric conditions, cardiac / CVA-related cases and trauma cases.', 'Fluoroscopyat2perhousehold: Continuous x-rays used for guiding angiographicandinterventional procedures, in contrast, examinations of the GI tract, and in the OR for certainsurgicalprocedures(e.g. orthopedic, Urological).', 'Mammographyat2perhousehold per year: X-ray imaging of the breasts for diagnosis of clinically detected or screening-detected abnormalities.', 'Specializedultrasoundsat2per householdperyear: Fortendon injuries(e.g.rotatorcuff, Achilles tendon), detectionand characterization of soft tissue masses']",itemized
SOCIAL HEALTH INSURANCE FUND,MEDICAL IMAGING AND OTHER INVESTIGATIONS PACKAGE,Mammography,"➢ Allfacilitieswithrequired imaging services. ➢ Fluoroscopy, Mammography, Echocardiograms, Electroencephalograms (EEG), andspecialized ultrasounds (dopplers) to be purchased from GOK Level IV-V hospitals.",Mammography–,3.0,11.0,[],"['MRI at 2 images per HH - limited to Infective, oncology, neurological, degenerativeconditions, specific obstetricconditions, cardiac / CVA- related cases and trauma cases.', 'CTscans-limitedtoInfective, oncology, neurological, degenerative conditions, specificobstetric conditions, cardiac / CVA-related cases and trauma cases.', 'Fluoroscopyat2perhousehold: Continuous x-rays used for guiding angiographicandinterventional procedures, in contrast, examinations of the GI tract, and in the OR for certainsurgicalprocedures(e.g. orthopedic, Urological).', 'Mammographyat2perhousehold per year: X-ray imaging of the breasts for diagnosis of clinically detected or screening-detected abnormalities.', 'Specializedultrasoundsat2per householdperyear: Fortendon injuries(e.g.rotatorcuff, Achilles tendon), detectionand characterization of soft tissue masses']",itemized
SOCIAL HEALTH INSURANCE FUND,MEDICAL IMAGING AND OTHER INVESTIGATIONS PACKAGE,Specialized ultrasounds (Dopplers),"➢ Allfacilitieswithrequired imaging services. ➢ Fluoroscopy, Mammography, Echocardiograms, Electroencephalograms (EEG), andspecialized ultrasounds (dopplers) to be purchased from GOK Level IV-V hospitals.",Specializedultrasounds (Dopplers) –,5.0,11.0,[],"['MRI at 2 images per HH - limited to Infective, oncology, neurological, degenerativeconditions, specific obstetricconditions, cardiac / CVA- related cases and trauma cases.', 'CTscans-limitedtoInfective, oncology, neurological, degenerative conditions, specificobstetric conditions, cardiac / CVA-related cases and trauma cases.', 'Fluoroscopyat2perhousehold: Continuous x-rays used for guiding angiographicandinterventional procedures, in contrast, examinations of the GI tract, and in the OR for certainsurgicalprocedures(e.g. orthopedic, Urological).', 'Mammographyat2perhousehold per year: X-ray imaging of the breasts for diagnosis of clinically detected or screening-detected abnormalities.', 'Specializedultrasoundsat2per householdperyear: Fortendon injuries(e.g.rotatorcuff, Achilles tendon), detectionand characterization of soft tissue masses']",itemized
SOCIAL HEALTH INSURANCE FUND,MEDICAL IMAGING AND OTHER INVESTIGATIONS PACKAGE,Echocardiograms (ECHO),"➢ Allfacilitieswithrequired imaging services. ➢ Fluoroscopy, Mammography, Echocardiograms, Electroencephalograms (EEG), andspecialized ultrasounds (dopplers) to be purchased from GOK Level IV-V hospitals.",Echocardiograms(ECHO) –,3.0,11.0,[],"['MRI at 2 images per HH - limited to Infective, oncology, neurological, degenerativeconditions, specific obstetricconditions, cardiac / CVA- related cases and trauma cases.', 'CTscans-limitedtoInfective, oncology, neurological, degenerative conditions, specificobstetric conditions, cardiac / CVA-related cases and trauma cases.', 'Fluoroscopyat2perhousehold: Continuous x-rays used for guiding angiographicandinterventional procedures, in contrast, examinations of the GI tract, and in the OR for certainsurgicalprocedures(e.g. orthopedic, Urological).', 'Mammographyat2perhousehold per year: X-ray imaging of the breasts for diagnosis of clinically detected or screening-detected abnormalities.', 'Specializedultrasoundsat2per householdperyear: Fortendon injuries(e.g.rotatorcuff, Achilles tendon), detectionand characterization of soft tissue masses']",itemized
SOCIAL HEALTH INSURANCE FUND,MEDICAL IMAGING AND OTHER INVESTIGATIONS PACKAGE,Electroencephalograms(EEGs) and,"➢ Allfacilitieswithrequired imaging services. ➢ Fluoroscopy, Mammography, Echocardiograms, Electroencephalograms (EEG), andspecialized ultrasounds (dopplers) to be purchased from GOK Level IV-V hospitals.",Electroencephalograms (EEGs) –,5.0,11.0,[],"['MRI at 2 images per HH - limited to Infective, oncology, neurological, degenerativeconditions, specific obstetricconditions, cardiac / CVA- related cases and trauma cases.', 'CTscans-limitedtoInfective, oncology, neurological, degenerative conditions, specificobstetric conditions, cardiac / CVA-related cases and trauma cases.', 'Fluoroscopyat2perhousehold: Continuous x-rays used for guiding angiographicandinterventional procedures, in contrast, examinations of the GI tract, and in the OR for certainsurgicalprocedures(e.g. orthopedic, Urological).', 'Mammographyat2perhousehold per year: X-ray imaging of the breasts for diagnosis of clinically detected or screening-detected abnormalities.', 'Specializedultrasoundsat2per householdperyear: Fortendon injuries(e.g.rotatorcuff, Achilles tendon), detectionand characterization of soft tissue masses']",itemized
SOCIAL HEALTH INSURANCE FUND,MEDICAL IMAGING AND OTHER INVESTIGATIONS PACKAGE,Reviewingandinterpreting radiologicalimagesgivingthe diagnosticopinionandproviding thereferringphysicianwitha detailedreportoftheimaging findings for treatment planning.,"➢ Allfacilitieswithrequired imaging services. ➢ Fluoroscopy, Mammography, Echocardiograms, Electroencephalograms (EEG), andspecialized ultrasounds (dopplers) to be purchased from GOK Level IV-V hospitals.",,,11.0,[],"['MRI at 2 images per HH - limited to Infective, oncology, neurological, degenerativeconditions, specific obstetricconditions, cardiac / CVA- related cases and trauma cases.', 'CTscans-limitedtoInfective, oncology, neurological, degenerative conditions, specificobstetric conditions, cardiac / CVA-related cases and trauma cases.', 'Fluoroscopyat2perhousehold: Continuous x-rays used for guiding angiographicandinterventional procedures, in contrast, examinations of the GI tract, and in the OR for certainsurgicalprocedures(e.g. orthopedic, Urological).', 'Mammographyat2perhousehold per year: X-ray imaging of the breasts for diagnosis of clinically detected or screening-detected abnormalities.', 'Specializedultrasoundsat2per householdperyear: Fortendon injuries(e.g.rotatorcuff, Achilles tendon), detectionand characterization of soft tissue masses']",itemized
SOCIAL HEALTH INSURANCE FUND,MEDICAL IMAGING AND OTHER INVESTIGATIONS PACKAGE,,,,,,[],"['(i.e.cysticorsolid), detectionof foreignbodies, U / S-guidedbiopsy and injections, Bone / joint evaluation pre-ossification(e.g.DDHinearly months), dopplerforvenousand arterialdiseases, scrotalmasses, priapism, and testicular torsion.', 'ECHO at 2 per household per year: Carotidstenosis, Pulmonary embolism, Kawasakidisease, Hypertension in children, Congestive heart failure, Congenital heart disease, Spina bifida, Acute Ischemic stroke, Infectiveendocarditis, Hodgkin’s lymphoma, Sickle cell disease, Acute pericarditis, Valvular heart disease.', 'Radiologybenefitsaretobe purchasedwheretheserviceis available and on a need basis.', 'All radiology services are to be pre- authorized.']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,Medicinesforselectchronic conditions:,➢ All public facility pharmacies ➢ Allfaith-basedfacility pharmacies ➢ Communitypharmacies individuallyorthrougha pharmacy benefits manager,,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,"Diabetes type 1&2,",➢ All public facility pharmacies ➢ Allfaith-basedfacility pharmacies ➢ Communitypharmacies individuallyorthrougha pharmacy benefits manager,,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,"Hypertension,",➢ All public facility pharmacies ➢ Allfaith-basedfacility pharmacies ➢ Communitypharmacies individuallyorthrougha pharmacy benefits manager,,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,"Asthma,",➢ All public facility pharmacies ➢ Allfaith-basedfacility pharmacies ➢ Communitypharmacies individuallyorthrougha pharmacy benefits manager,,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
